"","mc_size","num_ones","generation","frac_of_pop"
"1",512,0,0,0
"2",512,1,0,0
"3",512,2,0,0
"4",512,3,0,0
"5",512,4,0,0
"6",512,5,0,0
"7",512,6,0,0
"8",512,7,0,0
"9",512,8,0,0
"10",512,9,0,0
"11",512,10,0,0
"12",512,11,0,0
"13",512,12,0,0
"14",512,13,0,0
"15",512,14,0,0
"16",512,15,0,0
"17",512,16,0,0
"18",512,17,0,0
"19",512,18,0,0
"20",512,19,0,0
"21",512,20,0,0
"22",512,21,0,0
"23",512,22,0,0
"24",512,23,0,0
"25",512,24,0,0
"26",512,25,0,0
"27",512,26,0,0
"28",512,27,0,0
"29",512,28,0,0
"30",512,29,0,0
"31",512,30,0,0
"32",512,31,0,0
"33",512,32,0,0
"34",512,33,0,0
"35",512,34,0,0
"36",512,35,0,0
"37",512,36,0,0
"38",512,37,0,0
"39",512,38,0,0
"40",512,39,0,0
"41",512,40,0,0
"42",512,41,0,0
"43",512,42,0,0
"44",512,43,0,0
"45",512,44,0,0
"46",512,45,0,0
"47",512,46,0,0
"48",512,47,0,0
"49",512,48,0,0
"50",512,49,0,0
"51",512,50,0,0
"52",512,51,0,0
"53",512,52,0,0
"54",512,53,0,0
"55",512,54,0,0
"56",512,55,0,0
"57",512,56,0,0
"58",512,57,0,0
"59",512,58,0,0
"60",512,59,0,0
"61",512,60,0,1
"62",512,61,0,0
"63",512,62,0,0
"64",512,63,0,0
"65",512,64,0,0
"66",512,65,0,0
"67",512,66,0,0
"68",512,67,0,0
"69",512,68,0,0
"70",512,69,0,0
"71",512,70,0,0
"72",512,71,0,0
"73",512,72,0,0
"74",512,73,0,0
"75",512,74,0,0
"76",512,75,0,0
"77",512,76,0,0
"78",512,77,0,0
"79",512,78,0,0
"80",512,79,0,0
"81",512,80,0,0
"82",512,81,0,0
"83",512,82,0,0
"84",512,83,0,0
"85",512,84,0,0
"86",512,85,0,0
"87",512,86,0,0
"88",512,87,0,0
"89",512,88,0,0
"90",512,89,0,0
"91",512,90,0,0
"92",512,91,0,0
"93",512,92,0,0
"94",512,93,0,0
"95",512,94,0,0
"96",512,95,0,0
"97",512,96,0,0
"98",512,97,0,0
"99",512,98,0,0
"100",512,99,0,0
"101",512,100,0,0
"102",512,0,500,1.06628599215227e-66
"103",512,1,500,1.18879769243433e-64
"104",512,2,500,3.98477244557218e-62
"105",512,3,500,8.61137059162469e-60
"106",512,4,500,1.39964910319977e-57
"107",512,5,500,1.76347319239446e-55
"108",512,6,500,1.80900098035044e-53
"109",512,7,500,1.56735321922696e-51
"110",512,8,500,1.17225100070385e-49
"111",512,9,500,7.63555561682676e-48
"112",512,10,500,4.31854509762748e-46
"113",512,11,500,2.1980534666464e-44
"114",512,12,500,9.9331549967112e-43
"115",512,13,500,4.09690561023339e-41
"116",512,14,500,1.51221904383209e-39
"117",512,15,500,5.01699946566112e-38
"118",512,16,500,1.55375643964254e-36
"119",512,17,500,4.40166598059812e-35
"120",512,18,500,1.16550249454114e-33
"121",512,19,500,2.86079108785077e-32
"122",512,20,500,6.37778851481722e-31
"123",512,21,500,1.3043403646888e-29
"124",512,22,500,2.52789707338225e-28
"125",512,23,500,4.57122348051452e-27
"126",512,24,500,7.56996792889508e-26
"127",512,25,500,1.17750675266095e-24
"128",512,26,500,1.72822702669263e-23
"129",512,27,500,2.38836737998922e-22
"130",512,28,500,3.06437208733189e-21
"131",512,29,500,3.55673853961981e-20
"132",512,30,500,3.98421152975467e-19
"133",512,31,500,4.24661378277234e-18
"134",512,32,500,4.22377456297452e-17
"135",512,33,500,4.00971568891194e-16
"136",512,34,500,3.4587763503662e-15
"137",512,35,500,2.83376740468394e-14
"138",512,36,500,2.1184909920146e-13
"139",512,37,500,1.49010061162097e-12
"140",512,38,500,9.96022992266053e-12
"141",512,39,500,6.29305163315018e-11
"142",512,40,500,3.68221009583505e-10
"143",512,41,500,1.99236146200973e-09
"144",512,42,500,9.88810964362898e-09
"145",512,43,500,4.64747899577652e-08
"146",512,44,500,2.06246864969469e-07
"147",512,45,500,8.74854694659587e-07
"148",512,46,500,3.28479301834188e-06
"149",512,47,500,1.18154402889704e-05
"150",512,48,500,3.73227969847799e-05
"151",512,49,500,0.000117269989252716
"152",512,50,500,0.00033229772766436
"153",512,51,500,0.000846215097203251
"154",512,52,500,0.0020092915511741
"155",512,53,500,0.00449440383552598
"156",512,54,500,0.00996932374708724
"157",512,55,500,0.0195427509220361
"158",512,56,500,0.035211982187717
"159",512,57,500,0.0545957209893373
"160",512,58,500,0.0784710789411712
"161",512,59,500,0.0982518067769798
"162",512,60,500,0.122736476182829
"163",512,61,500,0.142581709352679
"164",512,62,500,0.13226481524887
"165",512,63,500,0.112655046428233
"166",512,64,500,0.0773517759359134
"167",512,65,500,0.0459414105959845
"168",512,66,500,0.030049607179318
"169",512,67,500,0.017948268156664
"170",512,68,500,0.00915083604938897
"171",512,69,500,0.00357978220176225
"172",512,70,500,0.00127538359665062
"173",512,71,500,0.000405257890270952
"174",512,72,500,0.000120236822691378
"175",512,73,500,3.31636381887446e-05
"176",512,74,500,8.26005763194711e-06
"177",512,75,500,1.83752464880231e-06
"178",512,76,500,3.55556502710816e-07
"179",512,77,500,6.16326215288113e-08
"180",512,78,500,9.59148447113088e-09
"181",512,79,500,1.46075906013852e-09
"182",512,80,500,1.7854619200659e-10
"183",512,81,500,2.08630897593917e-11
"184",512,82,500,2.16404438896658e-12
