"","cells_side","ancestor_1s","batch_id","mean_time","n","sd_time","size_str","size_factor","restraint_value","mean_time_norm","sd_time_norm","mean_rep_rate","rep_rate_diff"
"4383",32,45,3,6980.0335,100,494.908203742947,"32x32","32x32",-15,0.999351598596236,0.0708574399490928,1.00064882210093,-0.00113644332057827
"4384",32,45,4,7006.6158,100,548.682543728414,"32x32","32x32",-15,0.996693717234849,0.0780502969908162,1.00331725053342,0.00266842843249204
"4385",32,45,5,6982.4326,100,487.134651894114,"32x32","32x32",-15,0.994490674998564,0.0693813884830579,1.00553984581248,0.00222259527905777
"4386",32,45,6,7020.5256,100,470.167123201996,"32x32","32x32",-15,0.990821082766686,0.0663556440976868,1.00926395026606,0.00372410445358473
"4387",32,45,7,7009.9074,100,500.030626453172,"32x32","32x32",-15,0.999416937304079,0.0712903963964016,1.00058340285636,-0.00868054740969693
"4388",32,45,8,7084.0643,100,556.22906569665,"32x32","32x32",-15,1.01289561407598,0.0795308959950736,0.987268565588824,-0.0133148372675386
"4389",32,45,9,7059.4015,100,563.352103189856,"32x32","32x32",-15,1.01683078280902,0.0811448052761479,0.98344780361338,-0.00382076197544445
"4390",32,45,10,6994.4784,100,485.923862801405,"32x32","32x32",-15,0.993175036831508,0.0689983473728497,1.00687186338298,0.0234240597695995
"4391",32,45,11,6957.514,100,484.262205768067,"32x32","32x32",-15,0.991587648133561,0.069017241172282,1.0084837199034,0.00161185652042284
"4392",32,45,12,7020.0912,100,536.301929467031,"32x32","32x32",-15,1.02042339258549,0.0779555448392025,0.979985373979187,-0.0284983459242152
"4393",32,45,13,7105.948,100,572.122639342724,"32x32","32x32",-15,1.00330267745407,0.0807791129184515,0.996708194318337,0.0167228203391502
"4394",32,45,14,6921.4847,100,492.26245842298,"32x32","32x32",-15,0.987642124677112,0.070242030634793,1.01251250327838,0.0158043089600418
"4395",32,45,15,7041.9156,100,523.672124197243,"32x32","32x32",-15,1.00479327236468,0.0747214617735991,0.995229593492998,-0.0172829097853812
"4396",32,45,16,6993.6542,100,444.655194829941,"32x32","32x32",-15,0.989396047262139,0.0629056112267203,1.01071760167953,0.0154880081865362
"4397",32,45,17,7157.2139,100,538.16375387388,"32x32","32x32",-15,1.01365514267602,0.0762185487730204,0.986528808367736,-0.0241887933117976
"4398",32,45,18,7041.9574,100,509.659832371127,"32x32","32x32",-15,1.00339148945035,0.0726201976620705,0.996619973872605,0.0100911655048688
"4399",32,45,19,6917.0271,100,496.302277255179,"32x32","32x32",-15,0.989186504900437,0.070974930112993,1.01093170503843,0.0143117311658209
"4400",32,45,20,6973.1305,100,432.318342130162,"32x32","32x32",-15,0.995000547575383,0.0616877867331456,1.00502457253596,-0.00590713250246111
"4401",32,45,21,6990.0683,100,527.051310737016,"32x32","32x32",-15,0.999460182388691,0.0753593207604876,1.00054010917175,-0.00448446336421338
"4402",32,45,22,7017.0966,100,506.13274243232,"32x32","32x32",-15,1.00162345839789,0.0722456105112575,0.998379172947398,-0.00216093622435332
"4403",32,45,23,7028.1458,100,412.809463696674,"32x32","32x32",-15,1.01141949219649,0.0594073529530359,0.988709440262324,-0.00966973268507476
"4404",32,45,24,7009.5041,100,450.917968517008,"32x32","32x32",-15,0.994106841086282,0.0639504066017289,1.00592809411439,0.017218653852066
"4405",32,45,25,7008.8744,100,502.767426579059,"32x32","32x32",-15,1.0060321673103,0.0721656823832298,0.994004001555514,-0.0119240925588758
"4406",32,45,26,6998.3074,100,514.90282417822,"32x32","32x32",-15,1.00016186532885,0.0735872461237098,0.999838160867298,0.0058341593117841
"4407",32,45,27,7042.2769,100,466.833106874535,"32x32","32x32",-15,1.01052672890207,0.0669878988190755,0.989582928782593,-0.0102552320847047
"4408",32,45,28,6943.4113,100,533.840536338041,"32x32","32x32",-15,0.988363256513413,0.0759897906312899,1.01177375161399,0.0221908228314011
"4409",32,45,29,7017.4315,100,481.136852444869,"32x32","32x32",-15,0.997566411739701,0.0683962449008817,1.00243952505985,-0.00933422655414851
"4410",32,45,30,7006.6389,100,475.374372761696,"32x32","32x32",-15,1.0071128223856,0.0683288568277462,0.992937412544551,-0.00950211251529454
"4411",32,46,1,6927.3926,100,843.157831111642,"32x32","32x32",-14,1.00989833799718,0.122918353481071,0.990198678792942,-0.0027387337516096
"4412",32,46,2,6993.3629,100,529.40612848871,"32x32","32x32",-14,0.994641587847462,0.0752955852264134,1.00538727941603,0.0151886006230888
"4413",32,46,3,6994.1657,100,436.758094648421,"32x32","32x32",-14,1.00137494657324,0.0625319205254166,0.998626941309097,-0.00676033810693333
"4414",32,46,4,7017.9566,100,518.109734258852,"32x32","32x32",-14,0.99830695027503,0.073701303412985,1.00169592100356,0.00306897969446107
"4415",32,46,5,6982.306,100,495.08212675099,"32x32","32x32",-14,0.994472643672424,0.0705133277494603,1.0055580778041,0.00386215680053703
"4416",32,46,6,7018.0146,100,483.603247072046,"32x32","32x32",-14,0.990466700220338,0.0682519116365603,1.00962505834627,0.00406698054217847
"4417",32,46,7,7018.6594,100,490.639826579436,"32x32","32x32",-14,1.0006647279718,0.06995153071486,0.999335713597956,-0.0102893447483179
"4418",32,46,8,6963.9196,100,478.995339875098,"32x32","32x32",-14,0.995717051808483,0.0684878423424697,1.00430137073955,0.0049656571415917
"4419",32,46,9,7002.7071,100,556.478783289265,"32x32","32x32",-14,1.00866456487498,0.0801547775443332,0.991409864907815,-0.012891505831732
"4420",32,46,10,7012.9318,100,415.220145315127,"32x32","32x32",-14,0.995795311736449,0.0589588328868863,1.00422244231721,0.0128125774093906
"4421",32,46,11,6887.8009,100,460.194476707523,"32x32","32x32",-14,0.98165210953844,0.0655870989037849,1.01869082772123,0.0144683854040193
"4422",32,46,12,7016.5563,100,418.618358913587,"32x32","32x32",-14,1.01990956811403,0.0608493470855724,0.980479084875297,-0.0382117428459282
"4423",32,46,13,6895.0313,100,521.146117337033,"32x32","32x32",-14,0.973522936618678,0.0735816382091508,1.02719716442767,0.0467180795523684
"4424",32,46,14,6977.2244,100,416.207440866895,"32x32","32x32",-14,0.995595747075045,0.059389570160316,1.00442373617796,-0.022773428249709
"4425",32,46,15,6945.786,100,421.636562940266,"32x32","32x32",-14,0.991076780881155,0.0601622634933805,1.00900355985629,0.00457982367833631
"4426",32,46,16,7007.6701,100,504.60672466262,"32x32","32x32",-14,0.9913788842258,0.0713869866203981,1.00869608573611,-0.000307474120179174
"4427",32,46,17,6937.9342,100,437.900290055472,"32x32","32x32",-14,0.982599204053106,0.0620185294439851,1.01770894569741,0.00901285996129597
"4428",32,46,18,6989.0078,100,439.195527211268,"32x32","32x32",-14,0.995846828926017,0.0625799091327143,1.00417049184006,-0.013538453857352
"4429",32,46,19,6992.2364,100,479.944657115776,"32x32","32x32",-14,0.999941996172548,0.0686356683376292,1.00005800719209,-0.00411248464796654
"4430",32,46,20,6932.8061,100,423.651717119109,"32x32","32x32",-14,0.98924663258976,0.0604511403471891,1.01087025930236,0.0108122521102716
"4431",32,46,21,7029.4424,100,468.501928801954,"32x32","32x32",-14,1.00509000508547,0.0669877607933895,0.994935771861506,-0.0159344874408562
